set,task,n,A,B,observed_mass,observed_fraction,expected_mass,enrichment
match,ruler_qa_hotpotqa_16k,12,L18,ALL,0.20381136950904394,0.016984280792420328,0.28070175438596495,0.7260780038759689
match,ruler_qa_hotpotqa_16k,12,L24,OFF,0.3333333333333333,0.027777777777777776,0.24000000000000002,1.3888888888888886
match,ruler_qa_hotpotqa_16k,12,L24,L0,0.027777777777777776,0.0023148148148148147,0.0,
match,ruler_qa_hotpotqa_16k,12,L24,L6,0.023255813953488372,0.001937984496124031,0.0,
match,ruler_qa_hotpotqa_16k,12,L24,L12,0.25,0.020833333333333332,0.24000000000000002,1.0416666666666665
match,ruler_qa_hotpotqa_16k,12,L24,L18,0.438888888888889,0.036574074074074085,1.24,0.3539426523297492
match,ruler_qa_hotpotqa_16k,12,L24,ALL,0.5254798818752308,0.04378999015626923,1.02,0.515176354779638
match,ruler_qa_hotpotqa_16k,12,ALL,OFF,0.4201334246468885,0.035011118720574046,0.07017543859649124,5.98690130121816
match,ruler_qa_hotpotqa_16k,12,ALL,L0,0.05263157894736842,0.0043859649122807015,0.0,
match,ruler_qa_hotpotqa_16k,12,ALL,L6,0.21637426900584794,0.018031189083820662,0.07017543859649124,3.0833333333333326
match,ruler_qa_hotpotqa_16k,12,ALL,L12,0.8013888888888889,0.06678240740740742,0.24000000000000002,3.3391203703703702
match,ruler_qa_hotpotqa_16k,12,ALL,L18,0.16374269005847952,0.01364522417153996,0.28070175438596495,0.5833333333333333
match,ruler_qa_hotpotqa_16k,12,ALL,L24,0.39687761069340016,0.03307313422445001,1.02,0.38909569675823547
match,ruler_qa_squad_16k,15,OFF,L0,0.11888111888111888,0.007925407925407925,0.5,0.23776223776223776
match,ruler_qa_squad_16k,15,OFF,L6,0.3893939393939394,0.02595959595959596,0.5,0.7787878787878788
match,ruler_qa_squad_16k,15,OFF,L12,0.036060606060606064,0.002404040404040404,0.0,
match,ruler_qa_squad_16k,15,OFF,L18,0.013333333333333334,0.0008888888888888889,0.0,
match,ruler_qa_squad_16k,15,OFF,L24,0,0.0,0.0,
match,ruler_qa_squad_16k,15,OFF,ALL,0.9418729808203492,0.06279153205468994,0.5,1.8837459616406984
match,ruler_qa_squad_16k,15,L0,OFF,0.13680652680652683,0.009120435120435122,0.5,0.27361305361305366
match,ruler_qa_squad_16k,15,L0,L6,0.380184026499816,0.0253456017666544,0.3103448275862069,1.2250374187216293
match,ruler_qa_squad_16k,15,L0,L12,0.14135198135198135,0.009423465423465423,0.842857142857143,0.1677057405870965
match,ruler_qa_squad_16k,15,L0,L18,0.22771561771561774,0.015181041181041183,0.39326765188834156,0.5790347022497336
match,ruler_qa_squad_16k,15,L0,L24,0.3931701631701632,0.02621134421134421,0.23809523809523808,1.6513146853146854
match,ruler_qa_squad_16k,15,L0,ALL,0.20314685314685316,0.013543123543123543,0.5666666666666667,0.3584944467297409
match,ruler_qa_squad_16k,15,L6,OFF,0.2093939393939394,0.01395959595959596,0.5,0.4187878787878788
match,ruler_qa_squad_16k,15,L6,L0,2.6235814185814186,0.1749054279054279,0.3103448275862069,8.453762348762348
match,ruler_qa_squad_16k,15,L6,L12,0.2779229542387437,0.01852819694924958,0.2391304347826087,1.1622232631802007
match,ruler_qa_squad_16k,15,L6,L18,0.2815151515151515,0.018767676767676766,0.034482758620689655,8.163939393939394
match,ruler_qa_squad_16k,15,L6,L24,0.26484848484848483,0.017656565656565655,0.0,
match,ruler_qa_squad_16k,15,L6,ALL,0.9982350982350982,0.06654900654900654,0.7391304347826086,1.350553368200427
match,ruler_qa_squad_16k,15,L12,OFF,0.05,0.0033333333333333335,0.0,
match,ruler_qa_squad_16k,15,L12,L0,0.23494172494172494,0.015662781662781664,0.842857142857143,0.2787444194223855
match,ruler_qa_squad_16k,15,L12,L6,0.0993939393939394,0.006626262626262627,0.2391304347826087,0.41564738292011016
match,ruler_qa_squad_16k,15,L12,L18,0.3833333333333333,0.025555555555555554,0.5238095238095238,0.7318181818181817
match,ruler_qa_squad_16k,15,L12,L24,0.06596491228070175,0.004397660818713451,0.23809523809523808,0.2770526315789474
match,ruler_qa_squad_16k,15,L12,ALL,0.17526806526806527,0.011684537684537684,1.374120082815735,0.127549307706005
match,ruler_qa_squad_16k,15,L18,OFF,0,0.0,0.0,
match,ruler_qa_squad_16k,15,L18,L0,0.15622132253711202,0.010414754835807468,0.39326765188834156,0.3972391875787107
match,ruler_qa_squad_16k,15,L18,L6,0.33195804195804196,0.02213053613053613,0.034482758620689655,9.626783216783217
match,ruler_qa_squad_16k,15,L18,L12,0.78,0.052000000000000005,0.5238095238095238,1.489090909090909
match,ruler_qa_squad_16k,15,L18,L24,0.02666666666666667,0.0017777777777777779,0.0,
match,ruler_qa_squad_16k,15,L18,ALL,0.4391068580542265,0.029273790536948435,0.5,0.878213716108453
match,ruler_qa_squad_16k,15,L24,OFF,0,0.0,0.0,
match,ruler_qa_squad_16k,15,L24,L0,0.162983682983683,0.010865578865578866,0.23809523809523808,0.6845314685314686
match,ruler_qa_squad_16k,15,L24,L6,0.23772727272727273,0.015848484848484848,0.0,
match,ruler_qa_squad_16k,15,L24,L12,0.06596491228070175,0.004397660818713451,0.23809523809523808,0.2770526315789474
match,ruler_qa_squad_16k,15,L24,L18,0.013333333333333334,0.0008888888888888889,0.0,
match,ruler_qa_squad_16k,15,L24,ALL,0.8967267819899398,0.05978178546599599,0.0,
match,ruler_qa_squad_16k,15,ALL,OFF,0.628466854782644,0.04189779031884293,0.5,1.256933709565288
match,ruler_qa_squad_16k,15,ALL,L0,0.2784149184149184,0.01856099456099456,0.5666666666666667,0.4913204442616207
match,ruler_qa_squad_16k,15,ALL,L6,0.5414818514818516,0.03609879009879011,0.7391304347826086,0.7325930931813286
match,ruler_qa_squad_16k,15,ALL,L12,0.5757395820553715,0.03838263880369143,1.374120082815735,0.4189878230115179
match,ruler_qa_squad_16k,15,ALL,L18,0.4936183699341593,0.03290789132894396,0.5,0.9872367398683186
match,ruler_qa_squad_16k,15,ALL,L24,0.7252733815891708,0.04835155877261139,0.0,
match,ruler_vt_16k,71,OFF,L0,1.692666343530052,0.023840371035634536,1.1435839292982148,1.4801417719893926
match,ruler_vt_16k,71,OFF,L6,1.6256068294215635,0.02289587083692343,2.495176890216084,0.6514996334711906
match,ruler_vt_16k,71,OFF,L12,1.6028824900165948,0.022575809718543588,1.3528265107212478,1.1848396504013154
match,ruler_vt_16k,71,OFF,L18,0.5335840021877225,0.007515267636446796,1.2316737841277916,0.4332186079332519
match,ruler_vt_16k,71,OFF,L24,0.15607870013483627,0.002198291551194877,0.12020408163265314,1.2984475902558525
match,ruler_vt_16k,71,OFF,ALL,1.8008302530362659,0.025363806380792477,1.263846153846154,1.4248809062368504
match,ruler_vt_16k,71,L0,OFF,1.8000841268088204,0.02535329756068761,1.1435839292982148,1.5740725981638104
match,ruler_vt_16k,71,L0,L6,2.0886201723313635,0.02941718552579385,0.5313390313390313,3.930861557578063
match,ruler_vt_16k,71,L0,L12,3.2529651856594297,0.04581641106562577,3.740740740740741,0.8696045545822237
match,ruler_vt_16k,71,L0,L18,2.904696885088912,0.04091122373364665,2.9340781421248554,0.9899862049977082
match,ruler_vt_16k,71,L0,L24,2.641008682329459,0.037197305384921955,3.841139784748808,0.6875585972724938
match,ruler_vt_16k,71,L0,ALL,3.0504531524087466,0.042964128907165444,2.1380027628627856,1.4267769927126708
match,ruler_vt_16k,71,L6,OFF,1.8742407610354865,0.02639775719768291,2.495176890216084,0.7511454471964014
match,ruler_vt_16k,71,L6,L0,3.35056419533082,0.047191045004659433,0.5313390313390313,6.3058875740542515
match,ruler_vt_16k,71,L6,L12,1.0983975232980923,0.015470387652085806,2.165542060278902,0.5072159730560156
match,ruler_vt_16k,71,L6,L18,1.4261481098227282,0.020086593096094764,1.4515826801045169,0.9824780423255275
match,ruler_vt_16k,71,L6,L24,0.8348357540884832,0.01175825005758427,0.010000000000000009,83.48357540884825
match,ruler_vt_16k,71,L6,ALL,2.118068225535973,0.029831946838534833,1.6145883940620782,1.311831692414938
match,ruler_vt_16k,71,L12,OFF,0.3731591035488878,0.005255762021815321,1.3528265107212478,0.27583662841582046
match,ruler_vt_16k,71,L12,L0,1.3172552739914523,0.0185528911829782,3.740740740740741,0.35213754849276446
match,ruler_vt_16k,71,L12,L6,1.4033069440561667,0.01976488653600235,2.165542060278902,0.6480164803981843
match,ruler_vt_16k,71,L12,L18,1.3135253955729231,0.018500357684125678,1.1538461538461537,1.1383886761632
match,ruler_vt_16k,71,L12,L24,1.2004174143869681,0.016907287526577015,0.0,
match,ruler_vt_16k,71,L12,ALL,1.8827696158850504,0.02651788191387395,1.9433198380566803,0.9688418648408488
match,ruler_vt_16k,71,L18,OFF,0.9389834794878966,0.013225119429406995,1.2316737841277916,0.7623637781272066
match,ruler_vt_16k,71,L18,L0,2.1927576603814574,0.030883910709597992,2.9340781421248554,0.7473412616043911
match,ruler_vt_16k,71,L18,L6,0.9640841463032966,0.013578649947933756,1.4515826801045169,0.6641606844150831
match,ruler_vt_16k,71,L18,L12,0.9915019098792753,0.01396481563210247,1.1538461538461537,0.8593016552287054
match,ruler_vt_16k,71,L18,L24,0.8305777805314702,0.011698278599034792,2.310285206300244,0.3595130931308611
match,ruler_vt_16k,71,L18,ALL,1.607336566079744,0.022638543184221746,1.0168848243540294,1.580647608838883
match,ruler_vt_16k,71,L24,OFF,0.18351574051371208,0.0025847287396297478,0.12020408163265314,1.5267014066505749
match,ruler_vt_16k,71,L24,L0,1.934144339475365,0.027241469570075564,3.841139784748808,0.5035339633186113
match,ruler_vt_16k,71,L24,L6,1.1993825842267931,0.016892712453898496,0.010000000000000009,119.93825842267921
match,ruler_vt_16k,71,L24,L12,0.5747669733043766,0.008095309483160234,0.0,
match,ruler_vt_16k,71,L24,L18,0.5786396730243191,0.008149854549638296,2.310285206300244,0.2504624413671284
match,ruler_vt_16k,71,L24,ALL,1.944460178128964,0.02738676307223893,3.041339031339031,0.6393434464532102
match,ruler_vt_16k,71,ALL,OFF,2.7402782598729503,0.038595468448914795,1.263846153846154,2.16820556167671
match,ruler_vt_16k,71,ALL,L0,3.233151136258638,0.04553733994730476,2.1380027628627856,1.5122296343197652
match,ruler_vt_16k,71,ALL,L6,2.41271522019914,0.03398190450984705,1.6145883940620782,1.4943221622751088
match,ruler_vt_16k,71,ALL,L12,2.5806689535445244,0.03634745004992288,1.9433198380566803,1.3279692323447865
match,ruler_vt_16k,71,ALL,L18,3.0069880330366234,0.042351944127276386,1.0168848243540294,2.9570586176726517
match,ruler_vt_16k,71,ALL,L24,1.743882226244657,0.024561721496403618,3.041339031339031,0.5733929063070834
