sample_id,task,T,sample_best,native,gain,switch_count,distinct_actions,longest_run,mean_run_length,max_run_fraction,entropy,return_count,aba_n,first_switch_norm,last_switch_norm,r2_score,r2_recovery,at_most_one_switch_recovery,r2_match,r2_match_n,r2_best_n,r2_matching_pair_n,r2_max_plateau_n,r2_coverage,best_A,best_B,best_tau,best_tau_norm,best_mean_distance_first_norm,best_mean_distance_last_norm,available_reverse_pairs,available_reverse_mean_abs_delta,available_reverse_unequal_fraction,best_reverse_delta_if_observed,selected_best_prediction_match,any_matching_prediction_match,matching_prediction_fraction,trajectory
ruler_vt_16k:0223,ruler_vt_16k,15,0.8,1.0,0.19999999999999996,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,1.0,1.0,1.0,True,35,35,22,2,1.0,OFF,L12,1,0.06666666666666667,0.31238095238095237,0.31238095238095237,294,0.02244897959183673,0.11224489795918367,0.19999999999999996,True,True,1.0,"[""L24"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL""]"
ruler_vt_16k:0226,ruler_vt_16k,15,0.4,0.8,0.4,4,3,10,3.0,0.6666666666666666,0.6998428398862386,2,2,0.06666666666666667,0.3333333333333333,0.4,0.0,0.0,False,0,588,0,0,1.0,OFF,L0,1,0.06666666666666667,0.4333333333333333,0.2619047619047619,294,0.0,0.0,0.0,False,False,,"[""L18"", ""L0"", ""L18"", ""L18"", ""L6"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18""]"
ruler_vt_16k:0237,ruler_vt_16k,15,0.4,0.8,0.4,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,0.8,1.0,1.0,True,232,232,42,8,1.0,OFF,L6,1,0.06666666666666667,0.41781609195402303,0.41781609195402303,294,0.17142857142857146,0.42857142857142855,0.4,True,True,0.1853448275862069,"[""L6"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL""]"
ruler_vt_16k:0240,ruler_vt_16k,15,0.4,1.0,0.6,7,3,6,1.875,0.4,1.0529815751302694,5,5,0.06666666666666667,0.6,0.4,0.0,0.0,False,0,588,0,0,1.0,OFF,L0,1,0.06666666666666667,0.4333333333333333,0.24285714285714283,294,0.0,0.0,0.0,False,False,,"[""OFF"", ""L6"", ""OFF"", ""L6"", ""L6"", ""OFF"", ""L6"", ""L6"", ""L0"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6""]"
ruler_vt_16k:0270,ruler_vt_16k,15,0.4,0.8,0.4,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,0.8,1.0,1.0,True,5,5,4,1,1.0,ALL,L0,1,0.06666666666666667,0.38666666666666666,0.38666666666666666,294,0.006802721088435374,0.017006802721088437,0.4,True,True,1.0,"[""ALL"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"
ruler_vt_16k:0272,ruler_vt_16k,15,0.4,0.8,0.4,2,2,13,5.0,0.8666666666666667,0.35335933502142136,1,1,0.06666666666666667,0.13333333333333333,0.8,1.0,1.0,True,15,15,13,1,1.0,OFF,L6,3,0.2,0.48444444444444446,0.41777777777777775,294,0.020408163265306124,0.05102040816326531,0.4,True,True,1.0,"[""L18"", ""L6"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18""]"
ruler_vt_16k:0277,ruler_vt_16k,15,0.8,1.0,0.19999999999999996,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,1.0,1.0,1.0,True,23,23,18,1,1.0,OFF,ALL,1,0.06666666666666667,0.3014492753623188,0.3014492753623188,294,0.015646258503401355,0.0782312925170068,0.19999999999999996,True,True,0.9565217391304348,"[""L24"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL""]"
ruler_vt_16k:0279,ruler_vt_16k,15,0.4,1.0,0.6,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,1.0,1.0,1.0,True,10,10,8,2,1.0,L0,L12,1,0.06666666666666667,0.45999999999999996,0.45999999999999996,294,0.02040816326530612,0.034013605442176874,0.6,True,True,0.8,"[""L0"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"
ruler_vt_16k:0286,ruler_vt_16k,15,0.6,0.8,0.20000000000000007,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,0.8,1.0,1.0,True,91,91,33,4,1.0,OFF,L0,1,0.06666666666666667,0.5018315018315018,0.5018315018315018,294,0.04149659863945579,0.20748299319727892,0.0,True,True,0.945054945054945,"[""L12"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"
ruler_vt_16k:0295,ruler_vt_16k,15,0.4,0.8,0.4,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,0.8,1.0,1.0,True,22,22,14,2,1.0,ALL,L6,1,0.06666666666666667,0.4515151515151516,0.4515151515151516,294,0.02993197278911565,0.07482993197278912,0.4,True,True,1.0,"[""ALL"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24""]"
ruler_vt_16k:0299,ruler_vt_16k,15,0.4,1.0,0.6,1,2,13,7.5,0.8666666666666667,0.5665095065529053,0,0,0.13333333333333333,0.13333333333333333,1.0,1.0,1.0,True,35,35,19,2,1.0,OFF,L6,2,0.13333333333333333,0.26857142857142857,0.26857142857142857,294,0.06734693877551019,0.11224489795918367,0.6,True,True,0.11428571428571428,"[""OFF"", ""OFF"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6""]"
ruler_vt_16k:0310,ruler_vt_16k,15,0.4,0.8,0.4,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,0.8,1.0,1.0,True,6,6,6,1,1.0,L0,L12,1,0.06666666666666667,0.22222222222222224,0.22222222222222224,294,0.028571428571428567,0.12585034013605442,0.4,True,True,1.0,"[""L0"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24""]"
ruler_vt_16k:0317,ruler_vt_16k,15,0.2,0.8,0.6000000000000001,4,4,9,3.0,0.6,1.2366407419411674,1,0,0.06666666666666667,0.4,0.8,1.0,1.0,True,1,1,1,1,1.0,L6,L0,6,0.4,0.3333333333333333,0.0,294,0.0047619047619047615,0.01020408163265306,0.6000000000000001,True,True,1.0,"[""L24"", ""L0"", ""L0"", ""OFF"", ""L18"", ""L18"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"
ruler_vt_16k:0322,ruler_vt_16k,15,0.8,1.0,0.19999999999999996,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,1.0,1.0,1.0,True,2,2,2,1,1.0,ALL,OFF,1,0.06666666666666667,0.3333333333333333,0.3333333333333333,294,0.08979591836734695,0.22789115646258504,0.19999999999999996,True,True,1.0,"[""ALL"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF""]"
ruler_vt_16k:0323,ruler_vt_16k,15,0.6,0.8,0.20000000000000007,4,4,10,3.0,0.6666666666666666,1.0389205950315936,1,0,0.06666666666666667,0.3333333333333333,0.6,0.0,0.0,False,0,395,0,0,1.0,OFF,L0,1,0.06666666666666667,0.42278481012658214,0.2519831223628692,294,0.07278911564625849,0.36394557823129253,0.19999999999999996,False,False,,"[""L6"", ""L12"", ""L12"", ""ALL"", ""L18"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"
ruler_vt_16k:0333,ruler_vt_16k,15,0.8,1.0,0.19999999999999996,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,1.0,1.0,1.0,True,47,47,24,4,1.0,L12,L18,1,0.06666666666666667,0.3617021276595744,0.3617021276595744,294,0.03469387755102041,0.1564625850340136,0.19999999999999996,True,True,1.0,"[""L12"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18""]"
ruler_vt_16k:0342,ruler_vt_16k,15,0.4,0.8,0.4,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,0.8,1.0,1.0,True,116,116,37,4,1.0,L0,OFF,1,0.06666666666666667,0.3793103448275862,0.3793103448275862,294,0.12244897959183673,0.30612244897959184,0.4,True,True,1.0,"[""L12"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF""]"
ruler_vt_16k:0352,ruler_vt_16k,15,0.4,0.8,0.4,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,0.8,1.0,1.0,True,140,140,38,6,1.0,OFF,ALL,1,0.06666666666666667,0.4061904761904762,0.4061904761904762,294,0.13877551020408163,0.3469387755102041,0.4,True,True,1.0,"[""L6"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL""]"
ruler_vt_16k:0358,ruler_vt_16k,15,0.8,1.0,0.19999999999999996,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,1.0,1.0,1.0,True,69,69,28,4,1.0,OFF,L0,1,0.06666666666666667,0.39033816425120776,0.39033816425120776,294,0.0401360544217687,0.20068027210884354,0.19999999999999996,False,True,0.8840579710144928,"[""L18"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24""]"
ruler_vt_16k:0362,ruler_vt_16k,15,0.4,0.8,0.4,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,0.8,1.0,1.0,True,19,19,12,1,1.0,L0,L18,1,0.06666666666666667,0.3473684210526316,0.3473684210526316,294,0.023129251700680274,0.05782312925170068,0.4,True,True,1.0,"[""ALL"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"
ruler_vt_16k:0372,ruler_vt_16k,15,0.8,1.0,0.19999999999999996,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,1.0,1.0,1.0,True,28,28,21,3,1.0,L0,L6,1,0.06666666666666667,0.4761904761904763,0.4761904761904763,294,0.027210884353741496,0.10884353741496598,0.19999999999999996,True,True,1.0,"[""L0"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"
ruler_vt_16k:0373,ruler_vt_16k,15,0.2,0.8,0.6000000000000001,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,0.8,1.0,1.0,True,37,37,24,3,1.0,OFF,L12,1,0.06666666666666667,0.40180180180180186,0.40180180180180186,294,0.06734693877551022,0.11224489795918367,0.6000000000000001,True,True,1.0,"[""ALL"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"
ruler_vt_16k:0376,ruler_vt_16k,15,0.4,0.8,0.4,5,3,9,2.5,0.6,0.9055872616982603,3,3,0.06666666666666667,0.4,0.8,1.0,1.0,True,4,4,4,1,1.0,ALL,L0,2,0.13333333333333333,0.31666666666666665,0.25,294,0.0054421768707483,0.013605442176870748,0.4,True,True,1.0,"[""L6"", ""L12"", ""L12"", ""ALL"", ""L12"", ""ALL"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"
ruler_vt_16k:0381,ruler_vt_16k,15,0.4,0.8,0.4,1,2,13,7.5,0.8666666666666667,0.5665095065529053,0,0,0.13333333333333333,0.13333333333333333,0.8,1.0,1.0,True,14,14,11,2,1.0,L0,ALL,1,0.06666666666666667,0.21428571428571427,0.21428571428571427,294,0.01904761904761905,0.047619047619047616,0.4,True,True,1.0,"[""L6"", ""L6"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"
ruler_vt_16k:0394,ruler_vt_16k,15,0.4,0.8,0.4,5,3,8,2.5,0.5333333333333333,0.9055872616982603,3,2,0.06666666666666667,0.4666666666666667,0.8,1.0,1.0,True,1,1,1,1,1.0,ALL,L0,7,0.4666666666666667,0.4,0.0,294,0.001360544217687075,0.003401360544217687,0.4,True,True,1.0,"[""L6"", ""L12"", ""L12"", ""ALL"", ""L12"", ""L12"", ""L6"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"
ruler_vt_16k:0396,ruler_vt_16k,15,0.8,1.0,0.19999999999999996,4,3,11,3.0,0.7333333333333333,0.6998428398862386,2,2,0.06666666666666667,0.26666666666666666,1.0,1.0,1.0,True,1,1,1,1,1.0,L0,ALL,6,0.4,0.3333333333333333,0.13333333333333333,294,0.0006802721088435373,0.003401360544217687,0.19999999999999996,True,True,1.0,"[""L18"", ""L0"", ""L18"", ""L24"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18""]"
ruler_vt_16k:0400,ruler_vt_16k,15,0.6,1.0,0.4,1,2,13,7.5,0.8666666666666667,0.5665095065529053,0,0,0.13333333333333333,0.13333333333333333,1.0,1.0,1.0,True,57,57,28,2,1.0,L0,L6,1,0.06666666666666667,0.4619883040935673,0.4619883040935673,294,0.2598639455782313,0.5340136054421769,0.0,True,True,1.0,"[""OFF"", ""OFF"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"
ruler_vt_16k:0404,ruler_vt_16k,15,0.4,0.8,0.4,4,3,11,3.0,0.7333333333333333,0.9055872616982603,2,1,0.06666666666666667,0.26666666666666666,0.4,0.0,0.0,False,0,588,0,0,1.0,OFF,L0,1,0.06666666666666667,0.4333333333333333,0.29047619047619044,294,0.0,0.0,0.0,False,False,,"[""OFF"", ""L6"", ""OFF"", ""L24"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6""]"
ruler_vt_16k:0405,ruler_vt_16k,15,0.6,0.8,0.20000000000000007,4,5,11,3.0,0.7333333333333333,1.3699740752745007,0,0,0.06666666666666667,0.26666666666666666,0.8,1.0,1.0,True,3,3,3,1,1.0,ALL,OFF,2,0.13333333333333333,0.3111111111111111,0.19999999999999998,294,0.12244897959183669,0.46258503401360546,0.20000000000000007,True,True,1.0,"[""L18"", ""ALL"", ""L24"", ""L6"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF""]"
ruler_vt_16k:0416,ruler_vt_16k,15,0.4,0.8,0.4,1,2,13,7.5,0.8666666666666667,0.5665095065529053,0,0,0.13333333333333333,0.13333333333333333,0.8,1.0,1.0,True,57,57,26,4,1.0,OFF,L0,1,0.06666666666666667,0.42105263157894735,0.42105263157894735,294,0.06870748299319729,0.17687074829931973,0.4,True,True,1.0,"[""OFF"", ""OFF"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"
ruler_vt_16k:0418,ruler_vt_16k,15,0.4,0.8,0.4,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,0.8,1.0,1.0,True,1,1,1,1,1.0,L0,L12,1,0.06666666666666667,0.0,0.0,294,0.001360544217687075,0.003401360544217687,0.4,True,True,1.0,"[""L0"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"
ruler_vt_16k:0420,ruler_vt_16k,15,0.4,0.8,0.4,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,0.8,1.0,1.0,True,102,102,38,6,1.0,OFF,L6,1,0.06666666666666667,0.45555555555555544,0.45555555555555544,294,0.10612244897959183,0.2653061224489796,0.4,True,True,1.0,"[""ALL"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"
ruler_vt_16k:0421,ruler_vt_16k,15,0.2,0.8,0.6000000000000001,4,4,10,3.0,0.6666666666666666,1.0389205950315936,1,0,0.06666666666666667,0.3333333333333333,0.8,1.0,1.0,True,2,2,2,1,1.0,L18,L0,9,0.6,0.7,0.43333333333333335,294,0.004081632653061225,0.006802721088435374,0.6000000000000001,False,True,0.5,"[""L6"", ""L12"", ""L12"", ""ALL"", ""L18"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"
ruler_vt_16k:0422,ruler_vt_16k,15,0.4,1.0,0.6,2,3,13,5.0,0.8666666666666667,0.6998428398862386,0,0,0.06666666666666667,0.13333333333333333,1.0,1.0,1.0,True,9,9,9,1,1.0,L18,L0,5,0.3333333333333333,0.4962962962962963,0.42962962962962964,294,0.03741496598639456,0.0782312925170068,0.6,True,True,1.0,"[""OFF"", ""L0"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18""]"
ruler_vt_16k:0425,ruler_vt_16k,15,0.4,0.8,0.4,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,0.8,1.0,1.0,True,33,33,21,2,1.0,OFF,L0,1,0.06666666666666667,0.37575757575757573,0.37575757575757573,294,0.044897959183673466,0.11224489795918367,0.4,True,True,0.8787878787878788,"[""L12"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"
ruler_vt_16k:0445,ruler_vt_16k,15,0.4,0.8,0.4,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,0.8,1.0,1.0,True,83,83,34,3,1.0,OFF,L6,1,0.06666666666666667,0.4120481927710843,0.4120481927710843,294,0.09659863945578233,0.24149659863945577,0.4,False,True,0.6265060240963856,"[""L0"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24""]"
ruler_vt_16k:0451,ruler_vt_16k,15,0.4,0.8,0.4,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,0.8,1.0,1.0,True,2,2,2,1,1.0,L0,L18,1,0.06666666666666667,0.13333333333333333,0.13333333333333333,294,0.00272108843537415,0.006802721088435374,0.4,True,True,1.0,"[""L0"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18""]"
ruler_vt_16k:0454,ruler_vt_16k,15,0.8,1.0,0.19999999999999996,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,1.0,1.0,1.0,True,112,112,38,5,1.0,L6,L0,1,0.06666666666666667,0.4345238095238096,0.4345238095238096,294,0.10952380952380954,0.4965986394557823,0.4,True,True,1.0,"[""L12"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18""]"
ruler_vt_16k:0456,ruler_vt_16k,15,0.4,0.8,0.4,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,0.8,1.0,1.0,True,3,3,3,1,1.0,ALL,OFF,1,0.06666666666666667,0.35555555555555557,0.35555555555555557,294,0.004081632653061225,0.01020408163265306,0.4,True,True,0.6666666666666666,"[""ALL"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF""]"
ruler_vt_16k:0470,ruler_vt_16k,15,0.4,0.8,0.4,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,0.8,1.0,1.0,True,1,1,1,1,1.0,L6,OFF,1,0.06666666666666667,0.0,0.0,294,0.001360544217687075,0.003401360544217687,0.4,True,True,1.0,"[""L6"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF""]"
ruler_vt_16k:0477,ruler_vt_16k,15,0.8,1.0,0.19999999999999996,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,1.0,1.0,1.0,True,85,85,38,2,1.0,OFF,L18,1,0.06666666666666667,0.40627450980392155,0.40627450980392155,294,0.04693877551020407,0.23469387755102042,0.19999999999999996,True,True,1.0,"[""L0"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24""]"
ruler_vt_16k:0485,ruler_vt_16k,15,0.6,0.8,0.20000000000000007,4,4,11,3.0,0.7333333333333333,1.0389205950315936,1,0,0.06666666666666667,0.26666666666666666,0.6,0.0,0.0,False,0,169,0,0,1.0,OFF,L24,1,0.06666666666666667,0.4654832347140039,0.32623274161735705,294,0.14557823129251699,0.36394557823129253,0.0,False,False,,"[""OFF"", ""ALL"", ""L24"", ""L0"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL""]"
ruler_vt_16k:0499,ruler_vt_16k,15,0.4,0.8,0.4,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,0.8,1.0,1.0,True,7,7,7,1,1.0,L18,L0,1,0.06666666666666667,0.3619047619047619,0.3619047619047619,294,0.009523809523809523,0.023809523809523808,0.4,True,True,0.2857142857142857,"[""L18"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"
