sample_id,task,T,sample_best,native,gain,switch_count,distinct_actions,longest_run,mean_run_length,max_run_fraction,entropy,return_count,aba_n,first_switch_norm,last_switch_norm,r2_score,r2_recovery,at_most_one_switch_recovery,r2_match,r2_match_n,r2_best_n,r2_matching_pair_n,r2_max_plateau_n,r2_coverage,best_A,best_B,best_tau,best_tau_norm,best_mean_distance_first_norm,best_mean_distance_last_norm,available_reverse_pairs,available_reverse_mean_abs_delta,available_reverse_unequal_fraction,best_reverse_delta_if_observed,selected_best_prediction_match,any_matching_prediction_match,matching_prediction_fraction,trajectory
ruler_fwe_16k:0010,ruler_fwe_16k,15,0.6666666666666666,1.0,0.33333333333333337,3,3,12,3.75,0.8,0.6998428398862386,1,0,0.06666666666666667,0.2,1.0,1.0,1.0,True,9,9,8,1,1.0,L6,L0,2,0.13333333333333333,0.36296296296296293,0.2740740740740741,294,0.01020408163265306,0.030612244897959183,0.33333333333333337,True,True,1.0,"[""L18"", ""L0"", ""L12"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18""]"
ruler_fwe_16k:0088,ruler_fwe_16k,15,0.6666666666666666,1.0,0.33333333333333337,5,3,9,2.5,0.6,0.9055872616982603,3,3,0.06666666666666667,0.4,1.0,1.0,1.0,True,4,4,4,1,1.0,L12,L6,8,0.5333333333333333,0.6,0.26666666666666666,294,0.0045351473922902496,0.013605442176870748,0.33333333333333337,True,True,1.0,"[""OFF"", ""L6"", ""OFF"", ""L6"", ""L6"", ""L18"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6""]"
ruler_fwe_16k:0108,ruler_fwe_16k,15,0.6666666666666666,1.0,0.33333333333333337,6,4,8,2.142857142857143,0.5333333333333333,1.0389205950315936,3,3,0.06666666666666667,0.4666666666666667,1.0,1.0,1.0,True,4,4,4,1,1.0,L6,ALL,8,0.5333333333333333,0.5,0.1,294,0.0045351473922902496,0.013605442176870748,0.33333333333333337,True,True,1.0,"[""L18"", ""L0"", ""L18"", ""L18"", ""ALL"", ""L18"", ""L6"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18""]"
ruler_fwe_16k:0227,ruler_fwe_16k,15,0.6666666666666666,1.0,0.33333333333333337,3,4,12,3.75,0.8,1.0389205950315936,0,0,0.06666666666666667,0.2,1.0,1.0,1.0,True,3,3,3,1,1.0,ALL,L12,2,0.13333333333333333,0.2888888888888889,0.19999999999999998,294,0.003401360544217687,0.01020408163265306,0.33333333333333337,True,True,1.0,"[""L24"", ""L18"", ""ALL"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"
ruler_fwe_16k:0242,ruler_fwe_16k,15,0.6666666666666666,1.0,0.33333333333333337,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,1.0,1.0,1.0,True,18,18,14,1,1.0,L24,L12,1,0.06666666666666667,0.44814814814814813,0.44814814814814813,294,0.31632653061224486,0.4931972789115646,0.33333333333333337,True,True,1.0,"[""L24"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"
ruler_fwe_16k:0254,ruler_fwe_16k,14,0.3333333333333333,0.6666666666666666,0.3333333333333333,2,2,12,4.666666666666667,0.8571428571428571,0.37123232664087563,1,1,0.07142857142857142,0.14285714285714285,0.6666666666666666,1.0,1.0,True,1,1,1,1,1.0,L24,ALL,12,0.8571428571428571,0.7857142857142857,0.7142857142857143,273,0.001221001221001221,0.003663003663003663,0.3333333333333333,True,True,1.0,"[""ALL"", ""L6"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL""]"
ruler_fwe_16k:0256,ruler_fwe_16k,15,0.3333333333333333,0.6666666666666666,0.3333333333333333,4,3,10,3.0,0.6666666666666666,0.6998428398862386,2,2,0.06666666666666667,0.3333333333333333,0.6666666666666666,1.0,1.0,True,1,1,1,1,1.0,L6,L0,7,0.4666666666666667,0.4,0.13333333333333333,294,0.0011337868480725624,0.003401360544217687,0.3333333333333333,True,True,1.0,"[""L18"", ""L0"", ""L18"", ""L18"", ""L24"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18""]"
ruler_fwe_16k:0260,ruler_fwe_16k,15,0.6666666666666666,1.0,0.33333333333333337,3,3,11,3.75,0.7333333333333333,0.6998428398862386,1,1,0.06666666666666667,0.26666666666666666,1.0,1.0,1.0,True,21,21,16,2,1.0,OFF,L12,2,0.13333333333333333,0.292063492063492,0.15555555555555556,294,0.023809523809523808,0.07142857142857142,0.33333333333333337,True,True,1.0,"[""L6"", ""L12"", ""L12"", ""L0"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"
ruler_fwe_16k:0293,ruler_fwe_16k,14,0.6666666666666666,1.0,0.33333333333333337,1,2,13,7.0,0.9285714285714286,0.37123232664087563,0,0,0.07142857142857142,0.07142857142857142,1.0,1.0,1.0,True,27,27,19,2,1.0,L18,ALL,1,0.07142857142857142,0.4788359788359789,0.4788359788359789,273,0.030525030525030528,0.09157509157509157,0.33333333333333337,True,True,1.0,"[""L18"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL""]"
ruler_fwe_16k:0298,ruler_fwe_16k,15,0.6666666666666666,1.0,0.33333333333333337,2,3,13,5.0,0.8666666666666667,0.6998428398862386,0,0,0.06666666666666667,0.13333333333333333,1.0,1.0,1.0,True,18,18,15,1,1.0,L0,OFF,2,0.13333333333333333,0.48148148148148145,0.4148148148148148,294,0.018140589569160998,0.05442176870748299,0.33333333333333337,True,True,1.0,"[""OFF"", ""L12"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6""]"
ruler_fwe_16k:0321,ruler_fwe_16k,14,0.6666666666666666,1.0,0.33333333333333337,6,5,5,2.0,0.35714285714285715,1.6266888497018317,2,1,0.07142857142857142,0.7142857142857143,1.0,1.0,1.0,True,3,3,2,1,1.0,L6,L18,2,0.14285714285714285,0.35714285714285715,0.2857142857142857,273,0.003663003663003663,0.01098901098901099,0.33333333333333337,True,True,1.0,"[""L18"", ""L6"", ""OFF"", ""ALL"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""OFF"", ""L24"", ""L24"", ""L24"", ""L24""]"
ruler_fwe_16k:0324,ruler_fwe_16k,15,0.6666666666666666,1.0,0.33333333333333337,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,1.0,1.0,1.0,True,7,7,7,1,1.0,L6,L12,1,0.06666666666666667,0.2857142857142857,0.2857142857142857,294,0.007936507936507938,0.023809523809523808,0.33333333333333337,True,True,0.7142857142857143,"[""L6"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"
ruler_fwe_16k:0351,ruler_fwe_16k,15,0.6666666666666666,1.0,0.33333333333333337,5,4,8,2.5,0.5333333333333333,1.0389205950315936,2,2,0.06666666666666667,0.8666666666666667,1.0,1.0,1.0,True,1,1,1,1,1.0,L6,L18,11,0.7333333333333333,0.6666666666666666,0.13333333333333333,294,0.0011337868480725624,0.003401360544217687,0.33333333333333337,True,True,1.0,"[""L6"", ""L12"", ""L12"", ""ALL"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L0"", ""L12"", ""L12""]"
ruler_fwe_16k:0372,ruler_fwe_16k,15,0.3333333333333333,0.6666666666666666,0.3333333333333333,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,0.6666666666666666,1.0,1.0,True,11,11,11,1,1.0,L0,L6,1,0.06666666666666667,0.2121212121212121,0.2121212121212121,294,0.02040816326530612,0.061224489795918366,0.3333333333333333,True,True,1.0,"[""L0"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24""]"
ruler_fwe_16k:0373,ruler_fwe_16k,15,0.6666666666666666,1.0,0.33333333333333337,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,1.0,1.0,1.0,True,3,3,3,1,1.0,L6,L12,1,0.06666666666666667,0.4444444444444444,0.4444444444444444,294,0.003401360544217687,0.01020408163265306,0.33333333333333337,True,True,1.0,"[""L6"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"
ruler_fwe_16k:0386,ruler_fwe_16k,15,0.6666666666666666,1.0,0.33333333333333337,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,1.0,1.0,1.0,True,3,3,3,1,1.0,L12,L0,1,0.06666666666666667,0.20000000000000004,0.20000000000000004,294,0.003401360544217687,0.01020408163265306,0.33333333333333337,True,True,1.0,"[""L12"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"
ruler_fwe_16k:0402,ruler_fwe_16k,14,0.6666666666666666,1.0,0.33333333333333337,4,3,6,2.8,0.42857142857142855,0.7345299214394703,2,2,0.07142857142857142,0.5714285714285714,0.6666666666666666,0.0,0.0,False,0,546,0,0,1.0,OFF,L0,1,0.07142857142857142,0.4285714285714285,0.23626373626373626,273,0.0,0.0,0.0,False,False,,"[""L12"", ""L24"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L18"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"
ruler_fwe_16k:0472,ruler_fwe_16k,14,0.6666666666666666,1.0,0.33333333333333337,5,5,9,2.3333333333333335,0.6428571428571429,1.6266888497018317,1,1,0.07142857142857142,0.9285714285714286,1.0,1.0,1.0,True,4,4,4,1,1.0,L12,L6,3,0.21428571428571427,0.5357142857142857,0.3214285714285714,273,0.004884004884004885,0.014652014652014652,0.33333333333333337,True,True,1.0,"[""L18"", ""L6"", ""OFF"", ""ALL"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""ALL""]"
ruler_fwe_16k:0478,ruler_fwe_16k,15,0.6666666666666666,1.0,0.33333333333333337,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,1.0,1.0,1.0,True,16,16,9,2,1.0,OFF,L18,1,0.06666666666666667,0.43333333333333335,0.43333333333333335,294,0.018140589569160998,0.05442176870748299,0.33333333333333337,True,True,1.0,"[""OFF"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18""]"
ruler_fwe_16k:0488,ruler_fwe_16k,15,0.6666666666666666,1.0,0.33333333333333337,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,1.0,1.0,1.0,True,17,17,14,2,1.0,L24,L18,1,0.06666666666666667,0.42745098039215684,0.42745098039215684,294,0.01927437641723356,0.05782312925170068,0.33333333333333337,True,True,1.0,"[""L24"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18""]"
ruler_fwe_16k:0498,ruler_fwe_16k,15,0.6666666666666666,1.0,0.33333333333333337,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,1.0,1.0,1.0,True,50,50,29,2,1.0,L6,L12,1,0.06666666666666667,0.4413333333333334,0.4413333333333334,294,0.045351473922902494,0.1360544217687075,0.33333333333333337,True,True,1.0,"[""L6"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18""]"
ruler_niah_multikey_1_16k:0432,ruler_niah_multikey_1_16k,15,0.0,1.0,1.0,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,1.0,1.0,1.0,True,1,1,1,1,1.0,L6,L18,1,0.06666666666666667,0.0,0.0,294,0.003401360544217687,0.003401360544217687,1.0,True,True,1.0,"[""L6"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18""]"
ruler_niah_multikey_2_16k:0045,ruler_niah_multikey_2_16k,15,0.0,1.0,1.0,2,3,13,5.0,0.8666666666666667,0.6998428398862386,0,0,0.06666666666666667,0.13333333333333333,1.0,1.0,1.0,True,23,23,9,3,1.0,L0,L12,2,0.13333333333333333,0.48985507246376797,0.42318840579710143,294,0.0782312925170068,0.0782312925170068,1.0,True,True,1.0,"[""L24"", ""ALL"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"
ruler_niah_multikey_2_16k:0116,ruler_niah_multikey_2_16k,15,0.0,1.0,1.0,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,1.0,1.0,1.0,True,27,27,15,4,1.0,L12,ALL,1,0.06666666666666667,0.4469135802469136,0.4469135802469136,294,0.08503401360544217,0.08503401360544217,1.0,True,True,1.0,"[""L12"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL""]"
ruler_niah_multikey_2_16k:0331,ruler_niah_multikey_2_16k,15,0.0,1.0,1.0,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,1.0,1.0,1.0,True,26,26,14,2,1.0,L0,OFF,1,0.06666666666666667,0.2692307692307693,0.2692307692307693,294,0.08843537414965986,0.08843537414965986,1.0,True,True,1.0,"[""L0"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24""]"
ruler_niah_multikey_2_16k:0482,ruler_niah_multikey_2_16k,15,0.0,1.0,1.0,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,1.0,1.0,1.0,True,44,44,25,2,1.0,L6,L12,1,0.06666666666666667,0.37878787878787873,0.37878787878787873,294,0.14285714285714285,0.14285714285714285,1.0,True,True,1.0,"[""L24"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL""]"
ruler_niah_multikey_3_16k:0071,ruler_niah_multikey_3_16k,14,0.0,1.0,1.0,2,2,12,4.666666666666667,0.8571428571428571,0.37123232664087563,1,1,0.07142857142857142,0.14285714285714285,1.0,1.0,1.0,True,8,8,5,1,1.0,ALL,OFF,4,0.2857142857142857,0.4553571428571428,0.3839285714285714,273,0.029304029304029304,0.029304029304029304,1.0,True,True,1.0,"[""ALL"", ""L18"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL""]"
ruler_niah_multikey_3_16k:0074,ruler_niah_multikey_3_16k,15,0.0,1.0,1.0,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,1.0,1.0,1.0,True,81,81,27,4,1.0,L0,OFF,1,0.06666666666666667,0.34814814814814815,0.34814814814814815,294,0.19387755102040816,0.19387755102040816,1.0,True,True,1.0,"[""L0"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24""]"
ruler_niah_multikey_3_16k:0108,ruler_niah_multikey_3_16k,15,0.0,1.0,1.0,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,1.0,1.0,1.0,True,11,11,8,2,1.0,OFF,ALL,1,0.06666666666666667,0.29090909090909095,0.29090909090909095,294,0.03741496598639456,0.03741496598639456,1.0,True,True,1.0,"[""L6"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL""]"
ruler_niah_multikey_3_16k:0138,ruler_niah_multikey_3_16k,15,0.0,1.0,1.0,1,2,13,7.5,0.8666666666666667,0.5665095065529053,0,0,0.13333333333333333,0.13333333333333333,1.0,1.0,1.0,True,108,108,33,5,1.0,L0,L12,1,0.06666666666666667,0.3141975308641975,0.3141975308641975,294,0.2857142857142857,0.2857142857142857,1.0,True,True,1.0,"[""OFF"", ""OFF"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6""]"
ruler_niah_multikey_3_16k:0145,ruler_niah_multikey_3_16k,14,0.0,1.0,1.0,3,3,11,3.5,0.7857142857142857,0.7345299214394703,1,1,0.07142857142857142,0.21428571428571427,1.0,1.0,1.0,True,30,30,21,2,1.0,OFF,ALL,2,0.14285714285714285,0.24999999999999997,0.13095238095238093,273,0.10256410256410256,0.10256410256410256,1.0,True,True,1.0,"[""OFF"", ""L0"", ""L24"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"
ruler_niah_multikey_3_16k:0202,ruler_niah_multikey_3_16k,15,0.0,1.0,1.0,2,3,13,5.0,0.8666666666666667,0.6998428398862386,0,0,0.06666666666666667,0.13333333333333333,0.0,0.0,0.0,False,0,588,0,0,1.0,OFF,L0,1,0.06666666666666667,0.4333333333333333,0.3761904761904762,294,0.0,0.0,0.0,False,False,,"[""OFF"", ""ALL"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6""]"
ruler_niah_multikey_3_16k:0208,ruler_niah_multikey_3_16k,15,0.0,1.0,1.0,6,4,8,2.142857142857143,0.5333333333333333,1.0389205950315936,3,3,0.06666666666666667,0.4666666666666667,0.0,0.0,0.0,False,0,588,0,0,1.0,OFF,L0,1,0.06666666666666667,0.4333333333333333,0.23333333333333336,294,0.0,0.0,0.0,False,False,,"[""L18"", ""L0"", ""L18"", ""L18"", ""ALL"", ""L18"", ""L6"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18""]"
ruler_niah_multikey_3_16k:0212,ruler_niah_multikey_3_16k,14,0.0,1.0,1.0,1,2,12,7.0,0.8571428571428571,0.5916727785823275,0,0,0.14285714285714285,0.14285714285714285,1.0,1.0,1.0,True,53,53,25,2,1.0,L6,OFF,1,0.07142857142857142,0.2857142857142857,0.2857142857142857,273,0.1794871794871795,0.1794871794871795,1.0,True,True,1.0,"[""L18"", ""L18"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24""]"
ruler_niah_multikey_3_16k:0217,ruler_niah_multikey_3_16k,15,0.0,1.0,1.0,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,1.0,1.0,1.0,True,57,57,30,3,1.0,OFF,L0,1,0.06666666666666667,0.3263157894736842,0.3263157894736842,294,0.1870748299319728,0.1870748299319728,1.0,True,True,0.2631578947368421,"[""L6"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL""]"
ruler_niah_multikey_3_16k:0220,ruler_niah_multikey_3_16k,15,0.0,1.0,1.0,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,1.0,1.0,1.0,True,22,22,17,2,1.0,L0,L6,1,0.06666666666666667,0.23939393939393938,0.23939393939393938,294,0.06802721088435375,0.06802721088435375,1.0,True,True,1.0,"[""L6"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL""]"
ruler_niah_multikey_3_16k:0251,ruler_niah_multikey_3_16k,15,0.0,1.0,1.0,6,4,8,2.142857142857143,0.5333333333333333,1.2366407419411674,3,3,0.06666666666666667,0.4666666666666667,0.0,0.0,0.0,False,0,588,0,0,1.0,OFF,L0,1,0.06666666666666667,0.4333333333333333,0.23333333333333336,294,0.0,0.0,0.0,False,False,,"[""L24"", ""L18"", ""L0"", ""L12"", ""L0"", ""L0"", ""L12"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"
ruler_niah_multikey_3_16k:0253,ruler_niah_multikey_3_16k,14,0.0,1.0,1.0,4,3,7,2.8,0.5,0.7345299214394703,2,2,0.07142857142857142,0.5,1.0,1.0,1.0,True,32,32,18,2,1.0,OFF,ALL,3,0.21428571428571427,0.359375,0.140625,273,0.08791208791208792,0.08791208791208792,1.0,True,True,1.0,"[""L12"", ""L24"", ""L12"", ""L12"", ""L12"", ""L12"", ""ALL"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"
ruler_niah_multikey_3_16k:0362,ruler_niah_multikey_3_16k,15,0.0,1.0,1.0,2,3,13,5.0,0.8666666666666667,0.6998428398862386,0,0,0.06666666666666667,0.13333333333333333,1.0,1.0,1.0,True,6,6,6,1,1.0,L12,ALL,2,0.13333333333333333,0.37777777777777777,0.3111111111111111,294,0.02040816326530612,0.02040816326530612,1.0,True,True,1.0,"[""L24"", ""L6"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"
ruler_niah_multikey_3_16k:0394,ruler_niah_multikey_3_16k,15,0.0,1.0,1.0,7,5,5,1.875,0.3333333333333333,1.5589385323502771,3,1,0.06666666666666667,0.7333333333333333,1.0,1.0,1.0,True,1,1,1,1,1.0,ALL,L18,6,0.4,0.3333333333333333,0.3333333333333333,294,0.003401360544217687,0.003401360544217687,1.0,True,True,1.0,"[""L24"", ""L18"", ""L0"", ""L12"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""OFF"", ""L24"", ""L0"", ""L0"", ""L0"", ""L0""]"
ruler_niah_multikey_3_16k:0429,ruler_niah_multikey_3_16k,14,0.0,1.0,1.0,1,2,12,7.0,0.8571428571428571,0.5916727785823275,0,0,0.14285714285714285,0.14285714285714285,1.0,1.0,1.0,True,8,8,6,2,1.0,L0,L12,1,0.07142857142857142,0.026785714285714284,0.026785714285714284,273,0.029304029304029304,0.029304029304029304,1.0,True,True,1.0,"[""ALL"", ""ALL"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"
ruler_niah_multikey_3_16k:0464,ruler_niah_multikey_3_16k,15,0.0,1.0,1.0,6,3,8,2.142857142857143,0.5333333333333333,1.0529815751302694,4,3,0.06666666666666667,0.4666666666666667,0.0,0.0,0.0,False,0,588,0,0,1.0,OFF,L0,1,0.06666666666666667,0.4333333333333333,0.23333333333333336,294,0.0,0.0,0.0,False,False,,"[""OFF"", ""L6"", ""OFF"", ""L6"", ""L6"", ""OFF"", ""L0"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6""]"
ruler_niah_multiquery_16k:0001,ruler_niah_multiquery_16k,15,0.75,1.0,0.25,3,3,12,3.75,0.8,0.9055872616982603,1,1,0.06666666666666667,0.2,1.0,1.0,1.0,True,3,3,3,1,1.0,L18,L0,2,0.13333333333333333,0.22222222222222224,0.13333333333333333,294,0.002551020408163265,0.01020408163265306,0.25,True,True,1.0,"[""L24"", ""L18"", ""L24"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"
ruler_niah_multiquery_16k:0063,ruler_niah_multiquery_16k,15,0.75,1.0,0.25,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,1.0,1.0,1.0,True,61,61,30,4,1.0,L24,L12,1,0.06666666666666667,0.36174863387978146,0.36174863387978146,294,0.050170068027210885,0.20068027210884354,0.25,True,True,0.9508196721311475,"[""ALL"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF""]"
ruler_niah_multiquery_16k:0068,ruler_niah_multiquery_16k,15,0.75,1.0,0.25,4,3,11,3.0,0.7333333333333333,0.9055872616982603,2,2,0.06666666666666667,0.26666666666666666,0.75,0.0,0.0,False,0,588,0,0,1.0,OFF,L0,1,0.06666666666666667,0.4333333333333333,0.29047619047619044,294,0.0,0.0,0.0,False,False,,"[""L24"", ""L18"", ""L0"", ""L18"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"
ruler_niah_multiquery_16k:0082,ruler_niah_multiquery_16k,15,0.75,1.0,0.25,5,4,9,2.5,0.6,1.3752793655393794,2,0,0.06666666666666667,0.4,1.0,1.0,1.0,True,24,24,14,3,1.0,L12,L0,3,0.2,0.625,0.3083333333333333,294,0.02040816326530612,0.08163265306122448,0.25,True,True,1.0,"[""L24"", ""L18"", ""L0"", ""L12"", ""L18"", ""L18"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"
ruler_niah_multiquery_16k:0100,ruler_niah_multiquery_16k,15,0.75,1.0,0.25,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,1.0,1.0,1.0,True,30,30,17,3,1.0,OFF,L18,1,0.06666666666666667,0.3244444444444444,0.3244444444444444,294,0.023809523809523808,0.09523809523809523,0.25,True,True,1.0,"[""L6"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL""]"
