sample_id,task,improved,T,candidate_n,duplicate_sequence_n,observed_one_switch_n,full_R2_expected_n,R2_coverage,complete_R2,reverse_available_n
ruler_fwe_16k:0431,ruler_fwe_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_fwe_16k:0436,ruler_fwe_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_fwe_16k:0437,ruler_fwe_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_fwe_16k:0440,ruler_fwe_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_fwe_16k:0442,ruler_fwe_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_fwe_16k:0445,ruler_fwe_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_fwe_16k:0447,ruler_fwe_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_fwe_16k:0448,ruler_fwe_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_fwe_16k:0452,ruler_fwe_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_fwe_16k:0460,ruler_fwe_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_fwe_16k:0461,ruler_fwe_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_fwe_16k:0464,ruler_fwe_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_fwe_16k:0465,ruler_fwe_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_fwe_16k:0466,ruler_fwe_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_fwe_16k:0467,ruler_fwe_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_fwe_16k:0470,ruler_fwe_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_fwe_16k:0471,ruler_fwe_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_fwe_16k:0472,ruler_fwe_16k,True,14,361,0,44,546,0.08058608058608059,False,0
ruler_fwe_16k:0473,ruler_fwe_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_fwe_16k:0474,ruler_fwe_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_fwe_16k:0477,ruler_fwe_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_fwe_16k:0478,ruler_fwe_16k,True,15,385,0,46,588,0.0782312925170068,False,0
ruler_fwe_16k:0479,ruler_fwe_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_fwe_16k:0480,ruler_fwe_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_fwe_16k:0481,ruler_fwe_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_fwe_16k:0483,ruler_fwe_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_fwe_16k:0484,ruler_fwe_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_fwe_16k:0485,ruler_fwe_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_fwe_16k:0486,ruler_fwe_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_fwe_16k:0487,ruler_fwe_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_fwe_16k:0488,ruler_fwe_16k,True,15,385,0,46,588,0.0782312925170068,False,0
ruler_fwe_16k:0490,ruler_fwe_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_fwe_16k:0492,ruler_fwe_16k,False,15,385,0,44,588,0.07482993197278912,False,0
ruler_fwe_16k:0493,ruler_fwe_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_fwe_16k:0494,ruler_fwe_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_fwe_16k:0495,ruler_fwe_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_fwe_16k:0496,ruler_fwe_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_fwe_16k:0497,ruler_fwe_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_fwe_16k:0498,ruler_fwe_16k,True,15,385,0,47,588,0.07993197278911565,False,0
ruler_niah_multikey_1_16k:0088,ruler_niah_multikey_1_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_1_16k:0100,ruler_niah_multikey_1_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_1_16k:0179,ruler_niah_multikey_1_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_1_16k:0295,ruler_niah_multikey_1_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_1_16k:0355,ruler_niah_multikey_1_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_1_16k:0432,ruler_niah_multikey_1_16k,True,15,385,0,46,588,0.0782312925170068,False,0
ruler_niah_multikey_2_16k:0027,ruler_niah_multikey_2_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_2_16k:0032,ruler_niah_multikey_2_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_2_16k:0042,ruler_niah_multikey_2_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_2_16k:0045,ruler_niah_multikey_2_16k,True,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_2_16k:0050,ruler_niah_multikey_2_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_2_16k:0106,ruler_niah_multikey_2_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_2_16k:0116,ruler_niah_multikey_2_16k,True,15,385,0,46,588,0.0782312925170068,False,0
ruler_niah_multikey_2_16k:0127,ruler_niah_multikey_2_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_2_16k:0139,ruler_niah_multikey_2_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_2_16k:0156,ruler_niah_multikey_2_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_2_16k:0157,ruler_niah_multikey_2_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_2_16k:0205,ruler_niah_multikey_2_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_2_16k:0208,ruler_niah_multikey_2_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_2_16k:0231,ruler_niah_multikey_2_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_2_16k:0242,ruler_niah_multikey_2_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_2_16k:0313,ruler_niah_multikey_2_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_2_16k:0330,ruler_niah_multikey_2_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_2_16k:0331,ruler_niah_multikey_2_16k,True,15,385,0,46,588,0.0782312925170068,False,0
ruler_niah_multikey_2_16k:0431,ruler_niah_multikey_2_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_2_16k:0457,ruler_niah_multikey_2_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_2_16k:0469,ruler_niah_multikey_2_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_2_16k:0476,ruler_niah_multikey_2_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_2_16k:0482,ruler_niah_multikey_2_16k,True,15,385,0,46,588,0.0782312925170068,False,0
ruler_niah_multikey_3_16k:0000,ruler_niah_multikey_3_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_niah_multikey_3_16k:0006,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0012,ruler_niah_multikey_3_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_niah_multikey_3_16k:0020,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0027,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0035,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0039,ruler_niah_multikey_3_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_niah_multikey_3_16k:0051,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0052,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0056,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0057,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0058,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0059,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0060,ruler_niah_multikey_3_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_niah_multikey_3_16k:0069,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0070,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0071,ruler_niah_multikey_3_16k,True,14,361,0,44,546,0.08058608058608059,False,0
ruler_niah_multikey_3_16k:0073,ruler_niah_multikey_3_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_niah_multikey_3_16k:0074,ruler_niah_multikey_3_16k,True,15,385,0,47,588,0.07993197278911565,False,0
ruler_niah_multikey_3_16k:0076,ruler_niah_multikey_3_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_niah_multikey_3_16k:0087,ruler_niah_multikey_3_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_niah_multikey_3_16k:0093,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0108,ruler_niah_multikey_3_16k,True,15,385,0,46,588,0.0782312925170068,False,0
ruler_niah_multikey_3_16k:0111,ruler_niah_multikey_3_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_niah_multikey_3_16k:0112,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0116,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0122,ruler_niah_multikey_3_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_niah_multikey_3_16k:0126,ruler_niah_multikey_3_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_niah_multikey_3_16k:0128,ruler_niah_multikey_3_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_niah_multikey_3_16k:0132,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0133,ruler_niah_multikey_3_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_niah_multikey_3_16k:0134,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0136,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0138,ruler_niah_multikey_3_16k,True,15,385,0,48,588,0.08163265306122448,False,0
ruler_niah_multikey_3_16k:0140,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0142,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0143,ruler_niah_multikey_3_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_niah_multikey_3_16k:0145,ruler_niah_multikey_3_16k,True,14,361,0,44,546,0.08058608058608059,False,0
ruler_niah_multikey_3_16k:0146,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0155,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0159,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0168,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0173,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0179,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0182,ruler_niah_multikey_3_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_niah_multikey_3_16k:0189,ruler_niah_multikey_3_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_niah_multikey_3_16k:0190,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0193,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0196,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0198,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0202,ruler_niah_multikey_3_16k,True,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0204,ruler_niah_multikey_3_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_niah_multikey_3_16k:0205,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0207,ruler_niah_multikey_3_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_niah_multikey_3_16k:0208,ruler_niah_multikey_3_16k,True,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0210,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0212,ruler_niah_multikey_3_16k,True,14,361,0,46,546,0.08424908424908426,False,0
ruler_niah_multikey_3_16k:0213,ruler_niah_multikey_3_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_niah_multikey_3_16k:0216,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0217,ruler_niah_multikey_3_16k,True,15,385,0,46,588,0.0782312925170068,False,0
ruler_niah_multikey_3_16k:0220,ruler_niah_multikey_3_16k,True,15,385,0,46,588,0.0782312925170068,False,0
ruler_niah_multikey_3_16k:0233,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0235,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0237,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0238,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0239,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0244,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0245,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0250,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0251,ruler_niah_multikey_3_16k,True,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0253,ruler_niah_multikey_3_16k,True,14,361,0,44,546,0.08058608058608059,False,0
ruler_niah_multikey_3_16k:0254,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0256,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0260,ruler_niah_multikey_3_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_niah_multikey_3_16k:0262,ruler_niah_multikey_3_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_niah_multikey_3_16k:0270,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0272,ruler_niah_multikey_3_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_niah_multikey_3_16k:0275,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0279,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0287,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0289,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0290,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0291,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0304,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0310,ruler_niah_multikey_3_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_niah_multikey_3_16k:0311,ruler_niah_multikey_3_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_niah_multikey_3_16k:0312,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0315,ruler_niah_multikey_3_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_niah_multikey_3_16k:0317,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0318,ruler_niah_multikey_3_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_niah_multikey_3_16k:0319,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0336,ruler_niah_multikey_3_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_niah_multikey_3_16k:0341,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0346,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0348,ruler_niah_multikey_3_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_niah_multikey_3_16k:0355,ruler_niah_multikey_3_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_niah_multikey_3_16k:0360,ruler_niah_multikey_3_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_niah_multikey_3_16k:0362,ruler_niah_multikey_3_16k,True,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0367,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0370,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0372,ruler_niah_multikey_3_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_niah_multikey_3_16k:0380,ruler_niah_multikey_3_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_niah_multikey_3_16k:0384,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0385,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0387,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0393,ruler_niah_multikey_3_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_niah_multikey_3_16k:0394,ruler_niah_multikey_3_16k,True,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0399,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0400,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0406,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0410,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0413,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0418,ruler_niah_multikey_3_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_niah_multikey_3_16k:0419,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0420,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0424,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0425,ruler_niah_multikey_3_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_niah_multikey_3_16k:0429,ruler_niah_multikey_3_16k,True,14,361,0,47,546,0.08608058608058608,False,0
ruler_niah_multikey_3_16k:0432,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0451,ruler_niah_multikey_3_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_niah_multikey_3_16k:0457,ruler_niah_multikey_3_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_niah_multikey_3_16k:0458,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0464,ruler_niah_multikey_3_16k,True,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0466,ruler_niah_multikey_3_16k,False,14,361,0,44,546,0.08058608058608059,False,0
ruler_niah_multikey_3_16k:0469,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0473,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0474,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0482,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0483,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0484,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0487,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multikey_3_16k:0494,ruler_niah_multikey_3_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multiquery_16k:0001,ruler_niah_multiquery_16k,True,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multiquery_16k:0002,ruler_niah_multiquery_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multiquery_16k:0004,ruler_niah_multiquery_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multiquery_16k:0021,ruler_niah_multiquery_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multiquery_16k:0051,ruler_niah_multiquery_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multiquery_16k:0063,ruler_niah_multiquery_16k,True,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multiquery_16k:0065,ruler_niah_multiquery_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multiquery_16k:0068,ruler_niah_multiquery_16k,True,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multiquery_16k:0082,ruler_niah_multiquery_16k,True,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multiquery_16k:0092,ruler_niah_multiquery_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multiquery_16k:0100,ruler_niah_multiquery_16k,True,15,385,0,46,588,0.0782312925170068,False,0
ruler_niah_multiquery_16k:0107,ruler_niah_multiquery_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multiquery_16k:0112,ruler_niah_multiquery_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multiquery_16k:0129,ruler_niah_multiquery_16k,True,15,385,0,44,588,0.07482993197278912,False,0
ruler_niah_multiquery_16k:0131,ruler_niah_multiquery_16k,True,15,385,0,46,588,0.0782312925170068,False,0
ruler_niah_multiquery_16k:0135,ruler_niah_multiquery_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multiquery_16k:0146,ruler_niah_multiquery_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multiquery_16k:0147,ruler_niah_multiquery_16k,True,15,385,0,46,588,0.0782312925170068,False,0
ruler_niah_multiquery_16k:0151,ruler_niah_multiquery_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multiquery_16k:0179,ruler_niah_multiquery_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multiquery_16k:0200,ruler_niah_multiquery_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multiquery_16k:0201,ruler_niah_multiquery_16k,True,15,385,0,46,588,0.0782312925170068,False,0
ruler_niah_multiquery_16k:0223,ruler_niah_multiquery_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multiquery_16k:0241,ruler_niah_multiquery_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multiquery_16k:0243,ruler_niah_multiquery_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multiquery_16k:0245,ruler_niah_multiquery_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multiquery_16k:0251,ruler_niah_multiquery_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multiquery_16k:0258,ruler_niah_multiquery_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multiquery_16k:0265,ruler_niah_multiquery_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multiquery_16k:0268,ruler_niah_multiquery_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multiquery_16k:0276,ruler_niah_multiquery_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multiquery_16k:0277,ruler_niah_multiquery_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multiquery_16k:0312,ruler_niah_multiquery_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multiquery_16k:0335,ruler_niah_multiquery_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multiquery_16k:0351,ruler_niah_multiquery_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multiquery_16k:0381,ruler_niah_multiquery_16k,True,15,385,0,46,588,0.0782312925170068,False,0
ruler_niah_multiquery_16k:0396,ruler_niah_multiquery_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multiquery_16k:0404,ruler_niah_multiquery_16k,True,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multiquery_16k:0424,ruler_niah_multiquery_16k,False,15,385,0,45,588,0.07653061224489796,False,0
ruler_niah_multiquery_16k:0431,ruler_niah_multiquery_16k,False,15,385,0,45,588,0.07653061224489796,False,0
