sample_id,task,T,samplebest_reward,native_reward,r2_reward,off_reward,native_switch_count,r2_switch_count,r2_A,r2_B,r2_tau,r2_tau_normalized,r2_minus_native,r2_minus_samplebest,candidate_count,winning_candidate_id,derived_label
ruler_vt_16k:0063,ruler_vt_16k,15,0.8,1.0,1.0,0.8,1,1,OFF,L0,1,0.06666666666666667,0.0,0.19999999999999996,588,r2-6063-001-54ed3fb84f17,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0065,ruler_vt_16k,15,0.4,1.0,1.0,0.4,1,1,L18,L0,1,0.06666666666666667,0.0,0.6,588,r2-6065-351-3c8c81dcbbc2,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0070,ruler_vt_16k,15,0.4,0.6,0.6,0.4,1,1,L0,ALL,1,0.06666666666666667,0.0,0.19999999999999996,588,r2-6070-155-63bd52505d79,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0083,ruler_vt_16k,15,0.8,1.0,1.0,0.8,1,1,L0,L24,1,0.06666666666666667,0.0,0.19999999999999996,588,r2-6083-141-f21c5d3e27e4,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0086,ruler_vt_16k,15,0.8,1.0,1.0,0.8,1,1,L0,L18,1,0.06666666666666667,0.0,0.19999999999999996,588,r2-6086-127-81491a22e03f,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0091,ruler_vt_16k,15,0.6,0.8,0.8,0.6,4,1,L18,L6,3,0.2,0.0,0.20000000000000007,588,r2-6091-367-6618fb044d78,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0093,ruler_vt_16k,15,0.4,0.8,0.8,0.4,1,1,OFF,L18,1,0.06666666666666667,0.0,0.4,588,r2-6093-043-c954330d5579,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0098,ruler_vt_16k,15,0.8,1.0,1.0,0.8,1,1,ALL,L0,1,0.06666666666666667,0.0,0.19999999999999996,588,r2-6098-519-a592f87a6919,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0108,ruler_vt_16k,15,0.6,0.8,0.8,0.4,2,1,L6,L0,8,0.5333333333333333,0.0,0.20000000000000007,588,r2-6108-190-c824c324c440,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0113,ruler_vt_16k,15,0.8,1.0,1.0,0.8,4,1,L6,ALL,4,0.26666666666666666,0.0,0.19999999999999996,588,r2-6113-242-2b59663ef2c2,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0123,ruler_vt_16k,15,0.8,1.0,1.0,0.8,6,1,OFF,L12,13,0.8666666666666667,0.0,0.19999999999999996,588,r2-6123-041-880d1d2dc8b3,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0139,ruler_vt_16k,15,0.4,1.0,1.0,0.4,2,1,L12,ALL,2,0.13333333333333333,0.0,0.6,588,r2-6139-324-1e3eea7d54fd,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0140,ruler_vt_16k,15,0.6,0.8,0.8,0.6,4,1,L6,OFF,5,0.3333333333333333,0.0,0.20000000000000007,588,r2-6140-173-0aa7730f67b8,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0149,ruler_vt_16k,15,0.8,1.0,1.0,0.8,3,1,L12,L24,6,0.4,0.0,0.19999999999999996,588,r2-6149-314-00c65d138369,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0157,ruler_vt_16k,15,0.6,1.0,1.0,0.6,1,1,OFF,L12,1,0.06666666666666667,0.0,0.4,588,r2-6157-029-1caf2d4ae789,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0160,ruler_vt_16k,15,0.8,1.0,1.0,0.8,3,1,OFF,L6,9,0.6,0.0,0.19999999999999996,588,r2-6160-023-bff0e830e38a,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0164,ruler_vt_16k,15,0.6,0.8,0.8,0.6,1,1,L12,L0,1,0.06666666666666667,0.0,0.20000000000000007,588,r2-6164-267-e4b8b3e9ba48,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0165,ruler_vt_16k,15,0.8,1.0,1.0,0.8,7,1,L24,ALL,9,0.6,0.0,0.19999999999999996,588,r2-6165-499-3c2481309768,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0170,ruler_vt_16k,15,0.4,0.8,0.8,0.4,1,1,L18,L24,1,0.06666666666666667,0.0,0.4,588,r2-6170-393-dbd6d2c54cb9,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0172,ruler_vt_16k,15,0.4,0.6,0.6,0.4,2,1,L6,L18,2,0.13333333333333333,0.0,0.19999999999999996,588,r2-6172-212-41ec6cb9cabd,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0183,ruler_vt_16k,15,0.4,0.8,0.4,0.4,6,1,OFF,L0,1,0.06666666666666667,-0.4,0.0,588,r2-6183-001-54ed3fb84f17,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0188,ruler_vt_16k,15,0.4,0.8,0.8,0.4,1,1,L0,L6,1,0.06666666666666667,0.0,0.4,588,r2-6188-099-7f28e765632d,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0194,ruler_vt_16k,15,0.4,0.8,0.8,0.4,1,1,L0,L24,1,0.06666666666666667,0.0,0.4,588,r2-6194-141-f21c5d3e27e4,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0196,ruler_vt_16k,15,0.8,1.0,1.0,0.8,1,1,L6,OFF,1,0.06666666666666667,0.0,0.19999999999999996,588,r2-6196-169-a0fc0a48ce21,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0199,ruler_vt_16k,15,0.4,0.6,0.6,0.4,2,1,L12,ALL,2,0.13333333333333333,0.0,0.19999999999999996,588,r2-6199-324-1e3eea7d54fd,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0203,ruler_vt_16k,15,0.8,1.0,1.0,0.8,8,1,L12,L6,5,0.3333333333333333,0.0,0.19999999999999996,588,r2-6203-285-8a53977d8073,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0220,ruler_vt_16k,15,0.8,1.0,1.0,0.8,3,1,L24,ALL,2,0.13333333333333333,0.0,0.19999999999999996,588,r2-6220-492-a82c58e42b5b,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0223,ruler_vt_16k,15,0.8,1.0,1.0,0.8,1,1,OFF,L12,1,0.06666666666666667,0.0,0.19999999999999996,588,r2-6223-029-1caf2d4ae789,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0226,ruler_vt_16k,15,0.4,0.8,0.4,0.4,4,1,OFF,L0,1,0.06666666666666667,-0.4,0.0,588,r2-6226-001-54ed3fb84f17,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0237,ruler_vt_16k,15,0.4,0.8,0.8,0.4,1,1,OFF,L6,1,0.06666666666666667,0.0,0.4,588,r2-6237-015-094b3c2801fa,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0240,ruler_vt_16k,15,0.4,1.0,0.4,0.4,7,1,OFF,L0,1,0.06666666666666667,-0.6,0.0,588,r2-6240-001-54ed3fb84f17,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0270,ruler_vt_16k,15,0.4,0.8,0.8,0.4,1,1,ALL,L0,1,0.06666666666666667,0.0,0.4,588,r2-6270-519-a592f87a6919,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0272,ruler_vt_16k,15,0.4,0.8,0.8,0.4,2,1,OFF,L6,3,0.2,0.0,0.4,588,r2-6272-017-40001fd2e28d,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0277,ruler_vt_16k,15,0.8,1.0,1.0,0.8,1,1,OFF,ALL,1,0.06666666666666667,0.0,0.19999999999999996,588,r2-6277-071-40bacd68ebfc,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0279,ruler_vt_16k,15,0.4,1.0,1.0,0.4,1,1,L0,L12,1,0.06666666666666667,0.0,0.6,588,r2-6279-113-b688f6bd8c3b,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0286,ruler_vt_16k,15,0.6,0.8,0.8,0.6,1,1,OFF,L0,1,0.06666666666666667,0.0,0.20000000000000007,588,r2-6286-001-54ed3fb84f17,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0295,ruler_vt_16k,15,0.4,0.8,0.8,0.4,1,1,ALL,L6,1,0.06666666666666667,0.0,0.4,588,r2-6295-533-22bdc3988864,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0299,ruler_vt_16k,15,0.4,1.0,1.0,0.4,1,1,OFF,L6,2,0.13333333333333333,0.0,0.6,588,r2-6299-016-c9e3aaa55dd0,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0310,ruler_vt_16k,15,0.4,0.8,0.8,0.4,1,1,L0,L12,1,0.06666666666666667,0.0,0.4,588,r2-6310-113-b688f6bd8c3b,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0317,ruler_vt_16k,15,0.2,0.8,0.8,0.2,4,1,L6,L0,6,0.4,0.0,0.6000000000000001,588,r2-6317-188-b9e5c98f0290,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0322,ruler_vt_16k,15,0.8,1.0,1.0,0.4,1,1,ALL,OFF,1,0.06666666666666667,0.0,0.19999999999999996,588,r2-6322-505-60f6909e22a2,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0323,ruler_vt_16k,15,0.6,0.8,0.6,0.6,4,1,OFF,L0,1,0.06666666666666667,-0.20000000000000007,0.0,588,r2-6323-001-54ed3fb84f17,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0333,ruler_vt_16k,15,0.8,1.0,1.0,0.8,1,1,L12,L18,1,0.06666666666666667,0.0,0.19999999999999996,588,r2-6333-295-d363589e5de9,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0342,ruler_vt_16k,15,0.4,0.8,0.8,0.4,1,1,L0,OFF,1,0.06666666666666667,0.0,0.4,588,r2-6342-085-724644ea497a,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0352,ruler_vt_16k,15,0.4,0.8,0.8,0.4,1,1,OFF,ALL,1,0.06666666666666667,0.0,0.4,588,r2-6352-071-40bacd68ebfc,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0358,ruler_vt_16k,15,0.8,1.0,1.0,0.8,1,1,OFF,L0,1,0.06666666666666667,0.0,0.19999999999999996,588,r2-6358-001-54ed3fb84f17,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0362,ruler_vt_16k,15,0.4,0.8,0.8,0.4,1,1,L0,L18,1,0.06666666666666667,0.0,0.4,588,r2-6362-127-81491a22e03f,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0372,ruler_vt_16k,15,0.8,1.0,1.0,0.8,1,1,L0,L6,1,0.06666666666666667,0.0,0.19999999999999996,588,r2-6372-099-7f28e765632d,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0373,ruler_vt_16k,15,0.2,0.8,0.8,0.2,1,1,OFF,L12,1,0.06666666666666667,0.0,0.6000000000000001,588,r2-6373-029-1caf2d4ae789,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0376,ruler_vt_16k,15,0.4,0.8,0.8,0.4,5,1,ALL,L0,2,0.13333333333333333,0.0,0.4,588,r2-6376-520-c493dd59e9e7,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0381,ruler_vt_16k,15,0.4,0.8,0.8,0.4,1,1,L0,ALL,1,0.06666666666666667,0.0,0.4,588,r2-6381-155-63bd52505d79,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0394,ruler_vt_16k,15,0.4,0.8,0.8,0.4,5,1,ALL,L0,7,0.4666666666666667,0.0,0.4,588,r2-6394-525-d8f6505402c2,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0396,ruler_vt_16k,15,0.8,1.0,1.0,0.8,4,1,L0,ALL,6,0.4,0.0,0.19999999999999996,588,r2-6396-160-628028911def,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0400,ruler_vt_16k,15,0.6,1.0,1.0,0.2,1,1,L0,L6,1,0.06666666666666667,0.0,0.4,588,r2-6400-099-7f28e765632d,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0404,ruler_vt_16k,15,0.4,0.8,0.4,0.4,4,1,OFF,L0,1,0.06666666666666667,-0.4,0.0,588,r2-6404-001-54ed3fb84f17,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0405,ruler_vt_16k,15,0.6,0.8,0.8,0.2,4,1,ALL,OFF,2,0.13333333333333333,0.0,0.20000000000000007,588,r2-6405-506-48d992b77874,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0416,ruler_vt_16k,15,0.4,0.8,0.8,0.4,1,1,OFF,L0,1,0.06666666666666667,0.0,0.4,588,r2-6416-001-54ed3fb84f17,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0418,ruler_vt_16k,15,0.4,0.8,0.8,0.4,1,1,L0,L12,1,0.06666666666666667,0.0,0.4,588,r2-6418-113-b688f6bd8c3b,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0420,ruler_vt_16k,15,0.4,0.8,0.8,0.4,1,1,OFF,L6,1,0.06666666666666667,0.0,0.4,588,r2-6420-015-094b3c2801fa,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0421,ruler_vt_16k,15,0.2,0.8,0.8,0.2,4,1,L18,L0,9,0.6,0.0,0.6000000000000001,588,r2-6421-359-2d803d1e2bd4,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0422,ruler_vt_16k,15,0.4,1.0,1.0,0.4,2,1,L18,L0,5,0.3333333333333333,0.0,0.6,588,r2-6422-355-dc70519876e5,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0425,ruler_vt_16k,15,0.4,0.8,0.8,0.4,1,1,OFF,L0,1,0.06666666666666667,0.0,0.4,588,r2-6425-001-54ed3fb84f17,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0445,ruler_vt_16k,15,0.4,0.8,0.8,0.4,1,1,OFF,L6,1,0.06666666666666667,0.0,0.4,588,r2-6445-015-094b3c2801fa,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0451,ruler_vt_16k,15,0.4,0.8,0.8,0.4,1,1,L0,L18,1,0.06666666666666667,0.0,0.4,588,r2-6451-127-81491a22e03f,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0454,ruler_vt_16k,15,0.8,1.0,1.0,0.6,1,1,L6,L0,1,0.06666666666666667,0.0,0.19999999999999996,588,r2-6454-183-a8725c6c130c,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0456,ruler_vt_16k,15,0.4,0.8,0.8,0.4,1,1,ALL,OFF,1,0.06666666666666667,0.0,0.4,588,r2-6456-505-60f6909e22a2,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0470,ruler_vt_16k,15,0.4,0.8,0.8,0.4,1,1,L6,OFF,1,0.06666666666666667,0.0,0.4,588,r2-6470-169-a0fc0a48ce21,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0477,ruler_vt_16k,15,0.8,1.0,1.0,0.8,1,1,OFF,L18,1,0.06666666666666667,0.0,0.19999999999999996,588,r2-6477-043-c954330d5579,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0485,ruler_vt_16k,15,0.6,0.8,0.6,0.6,4,1,OFF,L24,1,0.06666666666666667,-0.20000000000000007,0.0,588,r2-6485-057-47e4b8f4eee5,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0499,ruler_vt_16k,15,0.4,0.8,0.8,0.4,1,1,L18,L0,1,0.06666666666666667,0.0,0.4,588,r2-6499-351-3c8c81dcbbc2,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
