sample_id,task,sample_best,native_score,B1,B2,native_minus_B1_pp,native_minus_B2_pp,B2_minus_sample_best_pp,recovery_B2
ruler_niah_multikey_3_16k:0217,ruler_niah_multikey_3_16k,0.0,1.0,0.4,0.0,60.0,100.0,0.0,0.0
ruler_niah_multikey_3_16k:0220,ruler_niah_multikey_3_16k,0.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0
ruler_niah_multikey_3_16k:0251,ruler_niah_multikey_3_16k,0.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0
ruler_niah_multikey_3_16k:0253,ruler_niah_multikey_3_16k,0.0,1.0,0.4,0.0,60.0,100.0,0.0,0.0
ruler_niah_multikey_3_16k:0362,ruler_niah_multikey_3_16k,0.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0
ruler_niah_multikey_3_16k:0394,ruler_niah_multikey_3_16k,0.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0
ruler_niah_multikey_3_16k:0429,ruler_niah_multikey_3_16k,0.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0
ruler_niah_multikey_3_16k:0464,ruler_niah_multikey_3_16k,0.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0
ruler_niah_multiquery_16k:0001,ruler_niah_multiquery_16k,0.75,1.0,0.75,1.0,25.0,0.0,25.0,1.0
ruler_niah_multiquery_16k:0063,ruler_niah_multiquery_16k,0.75,1.0,0.75,0.75,25.0,25.0,0.0,0.0
ruler_niah_multiquery_16k:0068,ruler_niah_multiquery_16k,0.75,1.0,0.75,0.75,25.0,25.0,0.0,0.0
ruler_niah_multiquery_16k:0082,ruler_niah_multiquery_16k,0.75,1.0,0.8,0.8,19.999999999999996,19.999999999999996,5.000000000000004,0.20000000000000018
ruler_niah_multiquery_16k:0100,ruler_niah_multiquery_16k,0.75,1.0,0.75,0.8,25.0,19.999999999999996,5.000000000000004,0.20000000000000018
ruler_niah_multiquery_16k:0129,ruler_niah_multiquery_16k,0.75,1.0,0.75,0.75,25.0,25.0,0.0,0.0
ruler_niah_multiquery_16k:0131,ruler_niah_multiquery_16k,0.75,1.0,0.75,0.75,25.0,25.0,0.0,0.0
ruler_niah_multiquery_16k:0147,ruler_niah_multiquery_16k,0.75,1.0,0.75,0.75,25.0,25.0,0.0,0.0
ruler_niah_multiquery_16k:0201,ruler_niah_multiquery_16k,0.75,1.0,0.5,0.5,50.0,50.0,-25.0,-1.0
ruler_niah_multiquery_16k:0381,ruler_niah_multiquery_16k,0.75,1.0,0.75,0.75,25.0,25.0,0.0,0.0
ruler_niah_multiquery_16k:0404,ruler_niah_multiquery_16k,0.75,1.0,0.8,0.8,19.999999999999996,19.999999999999996,5.000000000000004,0.20000000000000018
ruler_niah_multiquery_16k:0454,ruler_niah_multiquery_16k,0.5,1.0,0.9,1.0,9.999999999999998,0.0,50.0,1.0
ruler_niah_multivalue_16k:0060,ruler_niah_multivalue_16k,0.75,1.0,0.85,0.8,15.000000000000002,19.999999999999996,5.000000000000004,0.20000000000000018
ruler_niah_multivalue_16k:0144,ruler_niah_multivalue_16k,0.75,1.0,0.9,0.95,9.999999999999998,5.000000000000004,19.999999999999996,0.7999999999999998
ruler_niah_multivalue_16k:0192,ruler_niah_multivalue_16k,0.75,1.0,0.8,0.8,19.999999999999996,19.999999999999996,5.000000000000004,0.20000000000000018
ruler_niah_multivalue_16k:0245,ruler_niah_multivalue_16k,0.75,1.0,0.75,0.75,25.0,25.0,0.0,0.0
ruler_niah_multivalue_16k:0266,ruler_niah_multivalue_16k,0.75,1.0,0.75,0.75,25.0,25.0,0.0,0.0
ruler_niah_multivalue_16k:0288,ruler_niah_multivalue_16k,0.75,1.0,0.75,0.75,25.0,25.0,0.0,0.0
ruler_niah_multivalue_16k:0496,ruler_niah_multivalue_16k,0.75,1.0,0.75,0.8,25.0,19.999999999999996,5.000000000000004,0.20000000000000018
ruler_niah_multivalue_16k:0498,ruler_niah_multivalue_16k,0.5,1.0,0.6,0.5,40.0,50.0,0.0,0.0
ruler_qa_hotpotqa_16k:0006,ruler_qa_hotpotqa_16k,0.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0
ruler_qa_hotpotqa_16k:0023,ruler_qa_hotpotqa_16k,0.0,1.0,0.2,0.0,80.0,100.0,0.0,0.0
ruler_qa_hotpotqa_16k:0031,ruler_qa_hotpotqa_16k,0.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0
ruler_qa_hotpotqa_16k:0059,ruler_qa_hotpotqa_16k,0.0,1.0,0.2,0.0,80.0,100.0,0.0,0.0
ruler_qa_hotpotqa_16k:0085,ruler_qa_hotpotqa_16k,0.0,1.0,0.4,0.4,60.0,60.0,40.0,0.4
ruler_qa_hotpotqa_16k:0118,ruler_qa_hotpotqa_16k,0.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0
ruler_qa_hotpotqa_16k:0140,ruler_qa_hotpotqa_16k,0.0,1.0,0.2,0.0,80.0,100.0,0.0,0.0
ruler_qa_hotpotqa_16k:0191,ruler_qa_hotpotqa_16k,0.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0
ruler_qa_hotpotqa_16k:0312,ruler_qa_hotpotqa_16k,0.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0
ruler_qa_hotpotqa_16k:0337,ruler_qa_hotpotqa_16k,0.0,1.0,0.0,0.4,100.0,60.0,40.0,0.4
ruler_qa_hotpotqa_16k:0348,ruler_qa_hotpotqa_16k,0.0,1.0,0.8,0.8,19.999999999999996,19.999999999999996,80.0,0.8
ruler_qa_hotpotqa_16k:0364,ruler_qa_hotpotqa_16k,0.0,1.0,0.0,0.2,100.0,80.0,20.0,0.2
ruler_qa_hotpotqa_16k:0454,ruler_qa_hotpotqa_16k,0.0,1.0,0.2,0.0,80.0,100.0,0.0,0.0
ruler_qa_hotpotqa_16k:0493,ruler_qa_hotpotqa_16k,0.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0
ruler_qa_squad_16k:0033,ruler_qa_squad_16k,0.0,1.0,0.2,0.2,80.0,80.0,20.0,0.2
ruler_qa_squad_16k:0056,ruler_qa_squad_16k,0.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0
ruler_qa_squad_16k:0085,ruler_qa_squad_16k,0.0,1.0,0.2,0.6,80.0,40.0,60.0,0.6
ruler_qa_squad_16k:0141,ruler_qa_squad_16k,0.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0
ruler_qa_squad_16k:0161,ruler_qa_squad_16k,0.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0
ruler_qa_squad_16k:0172,ruler_qa_squad_16k,0.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0
ruler_qa_squad_16k:0184,ruler_qa_squad_16k,0.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0
ruler_qa_squad_16k:0305,ruler_qa_squad_16k,0.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0
ruler_qa_squad_16k:0363,ruler_qa_squad_16k,0.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0
ruler_qa_squad_16k:0424,ruler_qa_squad_16k,0.0,1.0,0.4,0.0,60.0,100.0,0.0,0.0
ruler_qa_squad_16k:0429,ruler_qa_squad_16k,0.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0
ruler_qa_squad_16k:0432,ruler_qa_squad_16k,0.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0
ruler_qa_squad_16k:0444,ruler_qa_squad_16k,0.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0
ruler_qa_squad_16k:0445,ruler_qa_squad_16k,0.0,1.0,0.8,0.8,19.999999999999996,19.999999999999996,80.0,0.8
ruler_qa_squad_16k:0458,ruler_qa_squad_16k,0.0,1.0,0.4,0.0,60.0,100.0,0.0,0.0
ruler_qa_squad_16k:0472,ruler_qa_squad_16k,0.0,1.0,0.2,0.0,80.0,100.0,0.0,0.0
ruler_qa_squad_16k:0491,ruler_qa_squad_16k,0.0,1.0,0.0,0.2,100.0,80.0,20.0,0.2
ruler_vt_16k:0008,ruler_vt_16k,0.4,0.8,0.4,0.4,40.0,40.0,0.0,0.0
ruler_vt_16k:0024,ruler_vt_16k,0.8,1.0,0.8,0.8,19.999999999999996,19.999999999999996,0.0,0.0
ruler_vt_16k:0044,ruler_vt_16k,0.8,1.0,0.8,0.8,19.999999999999996,19.999999999999996,0.0,0.0
ruler_vt_16k:0045,ruler_vt_16k,0.2,0.8,0.2,0.2,60.00000000000001,60.00000000000001,0.0,0.0
ruler_vt_16k:0048,ruler_vt_16k,0.2,0.4,0.2,0.2,20.0,20.0,0.0,0.0
ruler_vt_16k:0050,ruler_vt_16k,0.6,1.0,0.6,0.6,40.0,40.0,0.0,0.0
ruler_vt_16k:0057,ruler_vt_16k,0.4,0.8,0.27999999999999997,0.36,52.0,44.00000000000001,-4.0000000000000036,-0.10000000000000009
ruler_vt_16k:0063,ruler_vt_16k,0.8,1.0,0.8400000000000001,0.8400000000000001,15.999999999999993,15.999999999999993,4.0000000000000036,0.20000000000000023
ruler_vt_16k:0065,ruler_vt_16k,0.4,1.0,0.4,0.64,60.0,36.0,24.0,0.4
ruler_vt_16k:0070,ruler_vt_16k,0.4,0.6,0.32,0.32,27.999999999999996,27.999999999999996,-8.000000000000002,-0.4000000000000002
ruler_vt_16k:0083,ruler_vt_16k,0.8,1.0,0.8,0.8,19.999999999999996,19.999999999999996,0.0,0.0
ruler_vt_16k:0086,ruler_vt_16k,0.8,1.0,0.8,0.8,19.999999999999996,19.999999999999996,0.0,0.0
ruler_vt_16k:0091,ruler_vt_16k,0.6,0.8,0.6,0.6,20.000000000000007,20.000000000000007,0.0,0.0
ruler_vt_16k:0093,ruler_vt_16k,0.4,0.8,0.4,0.4,40.0,40.0,0.0,0.0
ruler_vt_16k:0098,ruler_vt_16k,0.8,1.0,0.8,0.8,19.999999999999996,19.999999999999996,0.0,0.0
ruler_vt_16k:0108,ruler_vt_16k,0.6,0.8,0.43999999999999995,0.4,36.00000000000001,40.0,-19.999999999999996,-0.9999999999999994
ruler_vt_16k:0113,ruler_vt_16k,0.8,1.0,0.8,0.8400000000000001,19.999999999999996,15.999999999999993,4.0000000000000036,0.20000000000000023
ruler_vt_16k:0123,ruler_vt_16k,0.8,1.0,0.8,0.8,19.999999999999996,19.999999999999996,0.0,0.0
ruler_vt_16k:0139,ruler_vt_16k,0.4,1.0,0.4,0.4,60.0,60.0,0.0,0.0
ruler_vt_16k:0140,ruler_vt_16k,0.6,0.8,0.32,0.68,48.00000000000001,12.0,8.000000000000007,0.40000000000000024
ruler_vt_16k:0149,ruler_vt_16k,0.8,1.0,0.31999999999999995,0.44000000000000006,68.0,55.99999999999999,-36.0,-1.8000000000000003
ruler_vt_16k:0157,ruler_vt_16k,0.6,1.0,1.0,1.0,0.0,0.0,40.0,1.0
ruler_vt_16k:0160,ruler_vt_16k,0.8,1.0,1.0,1.0,0.0,0.0,19.999999999999996,1.0
ruler_vt_16k:0164,ruler_vt_16k,0.6,0.8,0.6,0.6,20.000000000000007,20.000000000000007,0.0,0.0
ruler_vt_16k:0165,ruler_vt_16k,0.8,1.0,0.8,0.8,19.999999999999996,19.999999999999996,0.0,0.0
ruler_vt_16k:0170,ruler_vt_16k,0.4,0.8,0.5199999999999999,0.6000000000000001,28.000000000000014,19.999999999999996,20.000000000000007,0.5000000000000001
ruler_vt_16k:0172,ruler_vt_16k,0.4,0.6,0.4,0.4,19.999999999999996,19.999999999999996,0.0,0.0
ruler_vt_16k:0183,ruler_vt_16k,0.4,0.8,0.4,0.4,40.0,40.0,0.0,0.0
ruler_vt_16k:0188,ruler_vt_16k,0.4,0.8,0.4,0.4,40.0,40.0,0.0,0.0
ruler_vt_16k:0194,ruler_vt_16k,0.4,0.8,0.56,0.64,24.0,16.000000000000004,24.0,0.6
ruler_vt_16k:0196,ruler_vt_16k,0.8,1.0,0.9199999999999999,0.96,8.000000000000007,4.0000000000000036,15.999999999999993,0.7999999999999998
ruler_vt_16k:0199,ruler_vt_16k,0.4,0.6,0.4,0.4,19.999999999999996,19.999999999999996,0.0,0.0
ruler_vt_16k:0203,ruler_vt_16k,0.8,1.0,0.8,0.8,19.999999999999996,19.999999999999996,0.0,0.0
ruler_vt_16k:0220,ruler_vt_16k,0.8,1.0,0.8,0.9199999999999999,19.999999999999996,8.000000000000007,11.99999999999999,0.5999999999999995
ruler_vt_16k:0223,ruler_vt_16k,0.8,1.0,0.8,0.8400000000000001,19.999999999999996,15.999999999999993,4.0000000000000036,0.20000000000000023
ruler_vt_16k:0226,ruler_vt_16k,0.4,0.8,0.4,0.4,40.0,40.0,0.0,0.0
ruler_vt_16k:0237,ruler_vt_16k,0.4,0.8,0.4,0.56,40.0,24.0,16.000000000000004,0.4000000000000001
ruler_vt_16k:0240,ruler_vt_16k,0.4,1.0,0.4,0.4,60.0,60.0,0.0,0.0
ruler_vt_16k:0270,ruler_vt_16k,0.4,0.8,0.4,0.4,40.0,40.0,0.0,0.0
ruler_vt_16k:0272,ruler_vt_16k,0.4,0.8,0.4,0.4,40.0,40.0,0.0,0.0
ruler_vt_16k:0277,ruler_vt_16k,0.8,1.0,0.8,0.8,19.999999999999996,19.999999999999996,0.0,0.0
ruler_vt_16k:0279,ruler_vt_16k,0.4,1.0,0.4,0.4,60.0,60.0,0.0,0.0
ruler_vt_16k:0286,ruler_vt_16k,0.6,0.8,0.68,0.64,12.0,16.000000000000004,4.0000000000000036,0.20000000000000012
ruler_vt_16k:0295,ruler_vt_16k,0.4,0.8,0.4,0.4,40.0,40.0,0.0,0.0
ruler_vt_16k:0299,ruler_vt_16k,0.4,1.0,0.4,0.4,60.0,60.0,0.0,0.0
ruler_vt_16k:0310,ruler_vt_16k,0.4,0.8,0.4,0.4,40.0,40.0,0.0,0.0
ruler_vt_16k:0317,ruler_vt_16k,0.2,0.8,0.2,0.2,60.00000000000001,60.00000000000001,0.0,0.0
ruler_vt_16k:0322,ruler_vt_16k,0.8,1.0,0.64,0.8,36.0,19.999999999999996,0.0,0.0
ruler_vt_16k:0323,ruler_vt_16k,0.6,0.8,0.5599999999999999,0.48,24.00000000000001,32.00000000000001,-12.0,-0.5999999999999998
ruler_vt_16k:0333,ruler_vt_16k,0.8,1.0,0.8,0.8,19.999999999999996,19.999999999999996,0.0,0.0
ruler_vt_16k:0342,ruler_vt_16k,0.4,0.8,0.8,0.8,0.0,0.0,40.0,1.0
ruler_vt_16k:0352,ruler_vt_16k,0.4,0.8,0.72,0.64,8.000000000000007,16.000000000000004,24.0,0.6
ruler_vt_16k:0358,ruler_vt_16k,0.8,1.0,0.8,0.8400000000000001,19.999999999999996,15.999999999999993,4.0000000000000036,0.20000000000000023
ruler_vt_16k:0362,ruler_vt_16k,0.4,0.8,0.4,0.4,40.0,40.0,0.0,0.0
ruler_vt_16k:0372,ruler_vt_16k,0.8,1.0,0.8,0.8,19.999999999999996,19.999999999999996,0.0,0.0
ruler_vt_16k:0373,ruler_vt_16k,0.2,0.8,0.2,0.44000000000000006,60.00000000000001,36.0,24.000000000000004,0.4
ruler_vt_16k:0376,ruler_vt_16k,0.4,0.8,0.4,0.48,40.0,32.00000000000001,7.9999999999999964,0.1999999999999999
ruler_vt_16k:0381,ruler_vt_16k,0.4,0.8,0.48,0.48,32.00000000000001,32.00000000000001,7.9999999999999964,0.1999999999999999
ruler_vt_16k:0394,ruler_vt_16k,0.4,0.8,0.4,0.4,40.0,40.0,0.0,0.0
ruler_vt_16k:0396,ruler_vt_16k,0.8,1.0,0.8,0.8,19.999999999999996,19.999999999999996,0.0,0.0
ruler_vt_16k:0400,ruler_vt_16k,0.6,1.0,0.9199999999999999,1.0,8.000000000000007,0.0,40.0,1.0
ruler_vt_16k:0404,ruler_vt_16k,0.4,0.8,0.4,0.4,40.0,40.0,0.0,0.0
ruler_vt_16k:0405,ruler_vt_16k,0.6,0.8,0.5599999999999999,0.52,24.00000000000001,28.000000000000004,-7.9999999999999964,-0.3999999999999997
ruler_vt_16k:0416,ruler_vt_16k,0.4,0.8,0.72,0.72,8.000000000000007,8.000000000000007,31.999999999999996,0.7999999999999998
ruler_vt_16k:0418,ruler_vt_16k,0.4,0.8,0.4,0.4,40.0,40.0,0.0,0.0
ruler_vt_16k:0420,ruler_vt_16k,0.4,0.8,0.48,0.56,32.00000000000001,24.0,16.000000000000004,0.4000000000000001
ruler_vt_16k:0421,ruler_vt_16k,0.2,0.8,0.2,0.2,60.00000000000001,60.00000000000001,0.0,0.0
ruler_vt_16k:0422,ruler_vt_16k,0.4,1.0,0.52,0.6399999999999999,48.0,36.00000000000001,23.99999999999999,0.3999999999999998
ruler_vt_16k:0425,ruler_vt_16k,0.4,0.8,0.4,0.4,40.0,40.0,0.0,0.0
ruler_vt_16k:0445,ruler_vt_16k,0.4,0.8,0.72,0.72,8.000000000000007,8.000000000000007,31.999999999999996,0.7999999999999998
ruler_vt_16k:0451,ruler_vt_16k,0.4,0.8,0.4,0.4,40.0,40.0,0.0,0.0
ruler_vt_16k:0454,ruler_vt_16k,0.8,1.0,0.8,0.8,19.999999999999996,19.999999999999996,0.0,0.0
ruler_vt_16k:0456,ruler_vt_16k,0.4,0.8,0.4,0.4,40.0,40.0,0.0,0.0
ruler_vt_16k:0470,ruler_vt_16k,0.4,0.8,0.8,0.8,0.0,0.0,40.0,1.0
ruler_vt_16k:0477,ruler_vt_16k,0.8,1.0,0.8400000000000001,0.96,15.999999999999993,4.0000000000000036,15.999999999999993,0.7999999999999998
ruler_vt_16k:0485,ruler_vt_16k,0.6,0.8,0.27999999999999997,0.27999999999999997,52.0,52.0,-32.0,-1.5999999999999994
ruler_vt_16k:0499,ruler_vt_16k,0.4,0.8,0.4,0.4,40.0,40.0,0.0,0.0
